lab,subid,trial_num,trial_error_recoded,trial_error_new,trial_error_change_reason
ldlottawa,mbms12,5,1,noerror,not excluding for age at trial level
ldlottawa,mbms12,6,1,noerror,not excluding for age at trial level
ldlottawa,mbms12,7,1,noerror,not excluding for age at trial level
ldlottawa,mbms12,8,1,noerror,not excluding for age at trial level
ldlottawa,mbms12,9,1,noerror,not excluding for age at trial level
ldlottawa,mbms12,10,1,noerror,not excluding for age at trial level
ldlottawa,mbms12,11,1,noerror,not excluding for age at trial level
ldlottawa,mbms12,12,1,noerror,not excluding for age at trial level
ldlottawa,mbms12,13,1,noerror,not excluding for age at trial level
ldlottawa,mbms12,14,1,noerror,not excluding for age at trial level
ldlottawa,mbms12,15,1,noerror,not excluding for age at trial level
ldlottawa,mbms12,16,1,noerror,not excluding for age at trial level
ldlottawa,mbms20,-2,1,noerror,not excluding for age at trial level
ldlottawa,mbms20,-1,1,noerror,not excluding for age at trial level
ldlottawa,mbms20,1,1,noerror,not excluding for age at trial level
ldlottawa,mbms20,2,1,noerror,not excluding for age at trial level
ldlottawa,mbms20,3,1,noerror,not excluding for age at trial level
ldlottawa,mbms20,4,1,noerror,not excluding for age at trial level
ldlottawa,mbms20,5,1,noerror,not excluding for age at trial level
ldlottawa,mbms20,6,1,noerror,not excluding for age at trial level
ldlottawa,mbms20,7,1,noerror,not excluding for age at trial level
ldlottawa,mbms20,8,1,noerror,not excluding for age at trial level
ldlottawa,mbms20,9,1,noerror,not excluding for age at trial level
ldlottawa,mbms20,10,1,noerror,not excluding for age at trial level
ldlottawa,mbms20,11,1,noerror,not excluding for age at trial level
ldlottawa,mbms20,12,1,noerror,not excluding for age at trial level
ldlottawa,mbms20,13,1,noerror,not excluding for age at trial level
ldlottawa,mbms20,14,1,noerror,not excluding for age at trial level
ldlottawa,mbms20,15,1,noerror,not excluding for age at trial level
ldlottawa,mbms20,16,1,noerror,not excluding for age at trial level
ldlottawa,mbms21,-2,1,noerror,not excluding for age at trial level
ldlottawa,mbms21,-1,1,noerror,not excluding for age at trial level
ldlottawa,mbms21,1,1,noerror,not excluding for age at trial level
ldlottawa,mbms21,2,1,noerror,not excluding for age at trial level
ldlottawa,mbms21,3,1,noerror,not excluding for age at trial level
ldlottawa,mbms21,4,1,noerror,not excluding for age at trial level
ldlottawa,mbms21,5,1,noerror,not excluding for age at trial level
ldlottawa,mbms21,6,1,noerror,not excluding for age at trial level
ldlottawa,mbms21,7,1,noerror,not excluding for age at trial level
ldlottawa,mbms21,8,1,noerror,not excluding for age at trial level
ldlottawa,mbms21,9,1,noerror,not excluding for age at trial level
ldlottawa,mbms21,10,1,noerror,not excluding for age at trial level
ldlottawa,mbms21,11,1,noerror,not excluding for age at trial level
ldlottawa,mbms21,12,1,noerror,not excluding for age at trial level
ldlottawa,mbms21,13,1,noerror,not excluding for age at trial level
ldlottawa,mbms21,14,1,noerror,not excluding for age at trial level
ldlottawa,mbms21,15,1,noerror,not excluding for age at trial level
ldlottawa,mbms21,16,1,noerror,not excluding for age at trial level
ldlottawa,mbms34,-2,1,noerror,not excluding for preterm at trial level
ldlottawa,mbms34,-1,1,noerror,not excluding for preterm at trial level
ldlottawa,mbms34,1,1,noerror,not excluding for preterm at trial level
ldlottawa,mbms34,2,1,noerror,not excluding for preterm at trial level
ldlottawa,mbms34,3,1,noerror,not excluding for preterm at trial level
ldlottawa,mbms34,4,1,noerror,not excluding for preterm at trial level
ldlottawa,mbms34,5,1,noerror,not excluding for preterm at trial level
ldlottawa,mbms34,6,1,noerror,not excluding for preterm at trial level
ldlottawa,mbms34,7,1,noerror,not excluding for preterm at trial level
ldlottawa,mbms34,8,1,noerror,not excluding for preterm at trial level
ldlottawa,mbms34,9,1,noerror,not excluding for preterm at trial level
ldlottawa,mbms34,10,1,noerror,not excluding for preterm at trial level
ldlottawa,mbms34,11,1,noerror,not excluding for preterm at trial level
ldlottawa,mbms34,12,1,noerror,not excluding for preterm at trial level
ldlottawa,mbms34,13,1,noerror,not excluding for preterm at trial level
ldlottawa,mbms34,14,1,noerror,not excluding for preterm at trial level
ldlottawa,mbms34,15,1,noerror,not excluding for preterm at trial level
ldlottawa,mbms34,16,1,noerror,not excluding for preterm at trial level
ldlottawa,mbms35,-2,1,noerror,not excluding for preterm at trial level
ldlottawa,mbms35,-1,1,noerror,not excluding for preterm at trial level
ldlottawa,mbms35,1,1,noerror,not excluding for preterm at trial level
ldlottawa,mbms35,2,1,noerror,not excluding for preterm at trial level
ldlottawa,mbms35,3,1,noerror,not excluding for preterm at trial level
ldlottawa,mbms35,4,1,noerror,not excluding for preterm at trial level
ldlottawa,mbms35,5,1,noerror,not excluding for preterm at trial level
ldlottawa,mbms35,6,1,noerror,not excluding for preterm at trial level
ldlottawa,mbms35,7,1,noerror,not excluding for preterm at trial level
ldlottawa,mbms35,8,1,noerror,not excluding for preterm at trial level
ldlottawa,mbms35,9,1,noerror,not excluding for preterm at trial level
ldlottawa,mbms35,10,1,noerror,not excluding for preterm at trial level
ldlottawa,mbms35,11,1,noerror,not excluding for preterm at trial level
ldlottawa,mbms35,12,1,noerror,not excluding for preterm at trial level
ldlottawa,mbms35,13,1,noerror,not excluding for preterm at trial level
ldlottawa,mbms35,14,1,noerror,not excluding for preterm at trial level
ldlottawa,mbms35,15,1,noerror,not excluding for preterm at trial level
ldlottawa,mbms35,16,1,noerror,not excluding for preterm at trial level
ldlottawa,mbms49,-2,1,noerror,not excluding for preterm at trial level
ldlottawa,mbms49,-1,1,noerror,not excluding for preterm at trial level
ldlottawa,mbms49,1,1,noerror,not excluding for preterm at trial level
ldlottawa,mbms49,2,1,noerror,not excluding for preterm at trial level
ldlottawa,mbms49,3,1,noerror,not excluding for preterm at trial level
ldlottawa,mbms49,4,1,noerror,not excluding for preterm at trial level
ldlottawa,mbms49,5,1,noerror,not excluding for preterm at trial level
ldlottawa,mbms49,6,1,noerror,not excluding for preterm at trial level
ldlottawa,mbms49,7,1,noerror,not excluding for preterm at trial level
ldlottawa,mbms49,8,1,noerror,not excluding for preterm at trial level
ldlottawa,mbms49,9,1,noerror,not excluding for preterm at trial level
ldlottawa,mbms49,10,1,noerror,not excluding for preterm at trial level
ldlottawa,mbms49,11,1,noerror,not excluding for preterm at trial level
ldlottawa,mbms49,12,1,noerror,not excluding for preterm at trial level
ldlottawa,mbms49,13,1,noerror,not excluding for preterm at trial level
ldlottawa,mbms49,14,1,noerror,not excluding for preterm at trial level
ldlottawa,mbms49,15,1,noerror,not excluding for preterm at trial level
ldlottawa,mbms49,16,1,noerror,not excluding for preterm at trial level
ldlottawa,mbms57,-2,1,noerror,not excluding for age at trial level
ldlottawa,mbms57,-1,1,noerror,not excluding for age at trial level
ldlottawa,mbms57,1,1,noerror,not excluding for age at trial level
ldlottawa,mbms57,2,1,noerror,not excluding for age at trial level
ldlottawa,mbms57,3,1,noerror,not excluding for age at trial level
ldlottawa,mbms57,4,1,noerror,not excluding for age at trial level
ldlottawa,mbms57,5,1,noerror,not excluding for age at trial level
ldlottawa,mbms57,6,1,noerror,not excluding for age at trial level
ldlottawa,mbms57,7,1,noerror,not excluding for age at trial level
ldlottawa,mbms57,8,1,noerror,not excluding for age at trial level
ldlottawa,mbms57,9,1,noerror,not excluding for age at trial level
ldlottawa,mbms57,10,1,noerror,not excluding for age at trial level
ldlottawa,mbms57,11,1,noerror,not excluding for age at trial level
ldlottawa,mbms57,12,1,noerror,not excluding for age at trial level
ldlottawa,mbms57,13,1,noerror,not excluding for age at trial level
ldlottawa,mbms57,14,1,noerror,not excluding for age at trial level
ldlottawa,mbms57,15,1,noerror,not excluding for age at trial level
ldlottawa,mbms57,16,1,noerror,not excluding for age at trial level
ldlottawa,mbms58,-2,1,noerror,not excluding for age at trial level
ldlottawa,mbms58,-1,1,noerror,not excluding for age at trial level
ldlottawa,mbms58,1,1,noerror,not excluding for age at trial level
ldlottawa,mbms58,2,1,noerror,not excluding for age at trial level
ldlottawa,mbms58,3,1,noerror,not excluding for age at trial level
ldlottawa,mbms58,4,1,noerror,not excluding for age at trial level
ldlottawa,mbms58,5,1,noerror,not excluding for age at trial level
ldlottawa,mbms58,6,1,noerror,not excluding for age at trial level
ldlottawa,mbms58,7,1,noerror,not excluding for age at trial level
ldlottawa,mbms58,8,1,noerror,not excluding for age at trial level
ldlottawa,mbms58,9,1,noerror,not excluding for age at trial level
ldlottawa,mbms58,10,1,noerror,not excluding for age at trial level
ldlottawa,mbms58,11,1,noerror,not excluding for age at trial level
ldlottawa,mbms58,12,1,noerror,not excluding for age at trial level
ldlottawa,mbms58,13,1,noerror,not excluding for age at trial level
ldlottawa,mbms58,14,1,noerror,not excluding for age at trial level
ldlottawa,mbms58,15,1,noerror,not excluding for age at trial level
ldlottawa,mbms58,16,1,noerror,not excluding for age at trial level
lppparisdescartes2,mb15af,16,1,error,needs to be coded as an error trial based on lab notes
lppparisdescartes2,mb21np,14,1,error,needs to be coded as an error trial based on lab notes
lppparisdescartes2,mb21np,15,1,error,needs to be coded as an error trial based on lab notes
lancaster,14mb03,9,1,error,exclude as error based on lab response
lancaster,14mb03,10,1,error,exclude as error based on lab response
lancaster,14mb03,11,1,error,exclude as error based on lab response
lancaster,14mb03,12,1,error,exclude as error based on lab response
lancaster,14mb03,13,1,error,exclude as error based on lab response
lancaster,14mb03,14,1,error,exclude as error based on lab response
lancaster,14mb03,15,1,error,exclude as error based on lab response
lancaster,14mb03,16,1,error,exclude as error based on lab response
lancaster,14mb25,-1,1,error,exclude based on lab response
lancaster,14mb25,1,1,error,exclude based on lab response
lancaster,14mb25,8,1,error,exclude based on lab response
lancaster,14mb25,9,1,error,exclude based on lab response
lancaster,14mb25,10,1,error,exclude based on lab response
lancaster,14mb25,11,1,error,exclude based on lab response
lancaster,14mb25,12,1,error,exclude based on lab response
lancaster,8mb04,9,1,error,needs to be coded as an error trial based on lab notes
lancaster,8mb04,10,1,error,needs to be coded as an error trial based on lab notes
lancaster,8mb04,11,1,error,needs to be coded as an error trial based on lab notes
lancaster,8mb04,12,1,error,needs to be coded as an error trial based on lab notes
lancaster,8mb04,13,1,error,needs to be coded as an error trial based on lab notes
lancaster,8mb04,14,1,error,needs to be coded as an error trial based on lab notes
lancaster,8mb04,15,1,error,needs to be coded as an error trial based on lab notes
lancaster,8mb04,16,1,error,needs to be coded as an error trial based on lab notes
lancaster,8mb10,8,1,error,needs to be coded as an error trial based on lab notes
lancaster,8mb10,9,1,error,needs to be coded as an error trial based on lab notes
lancaster,8mb10,10,1,error,needs to be coded as an error trial based on lab notes
lancaster,8mb10,11,1,error,needs to be coded as an error trial based on lab notes
lancaster,8mb10,12,1,error,needs to be coded as an error trial based on lab notes
lancaster,8mb10,13,1,error,needs to be coded as an error trial based on lab notes
lancaster,8mb10,14,1,error,needs to be coded as an error trial based on lab notes
lancaster,8mb10,15,1,error,needs to be coded as an error trial based on lab notes
lancaster,8mb10,16,1,error,needs to be coded as an error trial based on lab notes
infantcoglablouisville,236607,13,1,error,needs to be coded as an error trial based on lab notes
infantcoglablouisville,236607,14,1,error,needs to be coded as an error trial based on lab notes
infantcoglablouisville,236607,15,1,error,needs to be coded as an error trial based on lab notes
infantcoglablouisville,236607,16,1,error,needs to be coded as an error trial based on lab notes
infantllmadison,mb009,10,1,error,remove these trials due to procedure error affecting all later trials
infantllmadison,mb009,12,1,error,remove these trials due to procedure error affecting all later trials
infantllmadison,mb009,14,1,error,remove these trials due to procedure error affecting all later trials
infantllmadison,mb009,16,1,error,remove these trials due to procedure error affecting all later trials
infantllmadison,mb012,8,1,error,remove these trials due to procedure error affecting all later trials
infantllmadison,mb012,9,1,error,remove these trials due to procedure error affecting all later trials
infantllmadison,mb012,12,1,error,remove these trials due to procedure error affecting all later trials
infantllmadison,mb012,13,1,error,remove these trials due to procedure error affecting all later trials
infantllmadison,mb012,15,1,error,remove these trials due to procedure error affecting all later trials
purdueinfantspeech,4337,10,1,error,should be trial errors rather than session error
purdueinfantspeech,4337,11,1,error,should be trial errors rather than session error
purdueinfantspeech,4337,12,1,error,should be trial errors rather than session error
purdueinfantspeech,4337,13,1,error,should be trial errors rather than session error
purdueinfantspeech,4337,14,1,error,should be trial errors rather than session error
purdueinfantspeech,4337,15,1,error,should be trial errors rather than session error
purdueinfantspeech,4337,16,1,error,should be trial errors rather than session error
babylabuclajohnson,10055,-2,1,error,trial level error for fussiness previoulsy coded as session level error
babylabuclajohnson,10055,-1,1,error,trial level error for fussiness previoulsy coded as session level error
babylabuclajohnson,10055,1,1,error,trial level error for fussiness previoulsy coded as session level error
babylabuclajohnson,10055,2,1,error,trial level error for fussiness previoulsy coded as session level error
babylabuclajohnson,10055,3,1,error,trial level error for fussiness previoulsy coded as session level error
babylabuclajohnson,10055,4,1,error,trial level error for fussiness previoulsy coded as session level error
babylabuclajohnson,10055,5,1,error,trial level error for fussiness previoulsy coded as session level error
babylabuclajohnson,10055,6,1,error,trial level error for fussiness previoulsy coded as session level error
babylabuclajohnson,10055,7,1,error,trial level error for fussiness previoulsy coded as session level error
babylabuclajohnson,10055,8,1,error,trial level error for fussiness previoulsy coded as session level error
babylabuclajohnson,10055,9,1,error,trial level error for fussiness previoulsy coded as session level error
babylabuclajohnson,10055,10,1,error,trial level error for fussiness previoulsy coded as session level error
babylabuclajohnson,10055,11,1,error,trial level error for fussiness previoulsy coded as session level error
babylabuclajohnson,10055,12,1,error,trial level error for fussiness previoulsy coded as session level error
babylabuclajohnson,10055,13,1,error,trial level error for fussiness previoulsy coded as session level error
babylabuclajohnson,10055,14,1,error,trial level error for fussiness previoulsy coded as session level error
babylabuclajohnson,10055,15,1,error,trial level error for fussiness previoulsy coded as session level error
babylabuclajohnson,10055,16,1,error,trial level error for fussiness previoulsy coded as session level error
babylabuclajohnson,10586,-2,1,error,trial level error for fussiness previoulsy coded as session level error
babylabuclajohnson,10586,-1,1,error,trial level error for fussiness previoulsy coded as session level error
babylabuclajohnson,10586,1,1,error,trial level error for fussiness previoulsy coded as session level error
babylabuclajohnson,10586,2,1,error,trial level error for fussiness previoulsy coded as session level error
babylabuclajohnson,10586,3,1,error,trial level error for fussiness previoulsy coded as session level error
babylabuclajohnson,10586,4,1,error,trial level error for fussiness previoulsy coded as session level error
babylabuclajohnson,10586,5,1,error,trial level error for fussiness previoulsy coded as session level error
babylabuclajohnson,10586,6,1,error,trial level error for fussiness previoulsy coded as session level error
babylabuclajohnson,10586,7,1,error,trial level error for fussiness previoulsy coded as session level error
babylabuclajohnson,10586,8,1,error,trial level error for fussiness previoulsy coded as session level error
babylabuclajohnson,10586,9,1,error,trial level error for fussiness previoulsy coded as session level error
babylabuclajohnson,10586,13,1,error,trial level error for fussiness previoulsy coded as session level error
babylabuclajohnson,10586,14,1,error,trial level error for fussiness previoulsy coded as session level error
babylabuclajohnson,10586,16,1,error,trial level error for fussiness previoulsy coded as session level error
infantcoglablouisville,234580,7,1,error,expeiment was terminated here due to fussiness
infantcogubc,tp13,3,1,error,global fussiness previously coded as session level error
minddevlabbicocca,mb04,-2,1,error,trial level error for fussiness previoulsy coded as session level error
minddevlabbicocca,mb04,-1,1,error,trial level error for fussiness previoulsy coded as session level error
minddevlabbicocca,mb04,1,1,error,trial level error for fussiness previoulsy coded as session level error
minddevlabbicocca,mb04,2,1,error,trial level error for fussiness previoulsy coded as session level error
minddevlabbicocca,mb04,3,1,error,trial level error for fussiness previoulsy coded as session level error
minddevlabbicocca,mb04,4,1,error,trial level error for fussiness previoulsy coded as session level error
minddevlabbicocca,mb04,5,1,error,trial level error for fussiness previoulsy coded as session level error
minddevlabbicocca,mb04,6,1,error,trial level error for fussiness previoulsy coded as session level error
minddevlabbicocca,mb04,7,1,error,trial level error for fussiness previoulsy coded as session level error
minddevlabbicocca,mb04,8,1,error,trial level error for fussiness previoulsy coded as session level error
minddevlabbicocca,mb04,9,1,error,trial level error for fussiness previoulsy coded as session level error
minddevlabbicocca,mb04,10,1,error,trial level error for fussiness previoulsy coded as session level error
minddevlabbicocca,mb04,11,1,error,trial level error for fussiness previoulsy coded as session level error
minddevlabbicocca,mb04,12,1,error,trial level error for fussiness previoulsy coded as session level error
minddevlabbicocca,mb04,13,1,error,trial level error for fussiness previoulsy coded as session level error
minddevlabbicocca,mb04,14,1,error,trial level error for fussiness previoulsy coded as session level error
minddevlabbicocca,mb04,15,1,error,trial level error for fussiness previoulsy coded as session level error
minddevlabbicocca,mb04,16,1,error,trial level error for fussiness previoulsy coded as session level error
udssaarland,3,-2,1,error,trial level error for fussiness previoulsy coded as session level error
udssaarland,3,-1,1,error,trial level error for fussiness previoulsy coded as session level error
udssaarland,3,1,1,error,trial level error for fussiness previoulsy coded as session level error
udssaarland,3,2,1,error,trial level error for fussiness previoulsy coded as session level error
udssaarland,3,3,1,error,trial level error for fussiness previoulsy coded as session level error
udssaarland,3,4,1,error,trial level error for fussiness previoulsy coded as session level error
udssaarland,3,5,1,error,trial level error for fussiness previoulsy coded as session level error
udssaarland,3,6,1,error,trial level error for fussiness previoulsy coded as session level error
udssaarland,3,7,1,error,trial level error for fussiness previoulsy coded as session level error
udssaarland,3,8,1,error,trial level error for fussiness previoulsy coded as session level error
udssaarland,3,9,1,error,trial level error for fussiness previoulsy coded as session level error
udssaarland,3,10,1,error,trial level error for fussiness previoulsy coded as session level error
udssaarland,3,11,1,error,trial level error for fussiness previoulsy coded as session level error
udssaarland,3,12,1,error,trial level error for fussiness previoulsy coded as session level error
udssaarland,3,13,1,error,trial level error for fussiness previoulsy coded as session level error
udssaarland,3,14,1,error,trial level error for fussiness previoulsy coded as session level error
udssaarland,3,15,1,error,trial level error for fussiness previoulsy coded as session level error
udssaarland,3,16,1,error,trial level error for fussiness previoulsy coded as session level error
udssaarland,20,-2,1,error,trial level error for fussiness previoulsy coded as session level error
udssaarland,20,-1,1,error,trial level error for fussiness previoulsy coded as session level error
udssaarland,20,1,1,error,trial level error for fussiness previoulsy coded as session level error
udssaarland,20,2,1,error,trial level error for fussiness previoulsy coded as session level error
udssaarland,20,3,1,error,trial level error for fussiness previoulsy coded as session level error
udssaarland,20,4,1,error,trial level error for fussiness previoulsy coded as session level error
udssaarland,20,5,1,error,trial level error for fussiness previoulsy coded as session level error
udssaarland,20,6,1,error,trial level error for fussiness previoulsy coded as session level error
udssaarland,20,7,1,error,trial level error for fussiness previoulsy coded as session level error
udssaarland,20,8,1,error,trial level error for fussiness previoulsy coded as session level error
udssaarland,20,9,1,error,trial level error for fussiness previoulsy coded as session level error
udssaarland,20,10,1,error,trial level error for fussiness previoulsy coded as session level error
udssaarland,20,11,1,error,trial level error for fussiness previoulsy coded as session level error
udssaarland,20,12,1,error,trial level error for fussiness previoulsy coded as session level error
udssaarland,20,13,1,error,trial level error for fussiness previoulsy coded as session level error
udssaarland,20,14,1,error,trial level error for fussiness previoulsy coded as session level error
udssaarland,20,15,1,error,trial level error for fussiness previoulsy coded as session level error
udssaarland,20,16,1,error,trial level error for fussiness previoulsy coded as session level error
udssaarland,46,-2,1,error,trial level error for fussiness previoulsy coded as session level error
udssaarland,46,-1,1,error,trial level error for fussiness previoulsy coded as session level error
udssaarland,46,1,1,error,trial level error for fussiness previoulsy coded as session level error
udssaarland,46,2,1,error,trial level error for fussiness previoulsy coded as session level error
udssaarland,46,3,1,error,trial level error for fussiness previoulsy coded as session level error
udssaarland,46,4,1,error,trial level error for fussiness previoulsy coded as session level error
udssaarland,46,5,1,error,trial level error for fussiness previoulsy coded as session level error
udssaarland,46,6,1,error,trial level error for fussiness previoulsy coded as session level error
udssaarland,46,7,1,error,trial level error for fussiness previoulsy coded as session level error
udssaarland,46,8,1,error,trial level error for fussiness previoulsy coded as session level error
udssaarland,46,9,1,error,trial level error for fussiness previoulsy coded as session level error
udssaarland,46,10,1,error,trial level error for fussiness previoulsy coded as session level error
udssaarland,46,11,1,error,trial level error for fussiness previoulsy coded as session level error
udssaarland,46,12,1,error,trial level error for fussiness previoulsy coded as session level error
udssaarland,46,13,1,error,trial level error for fussiness previoulsy coded as session level error
udssaarland,46,14,1,error,trial level error for fussiness previoulsy coded as session level error
udssaarland,46,15,1,error,trial level error for fussiness previoulsy coded as session level error
udssaarland,46,16,1,error,trial level error for fussiness previoulsy coded as session level error
udssaarland,64,-2,1,error,trial level error for fussiness previoulsy coded as session level error
udssaarland,64,-1,1,error,trial level error for fussiness previoulsy coded as session level error
udssaarland,64,1,1,error,trial level error for fussiness previoulsy coded as session level error
udssaarland,64,2,1,error,trial level error for fussiness previoulsy coded as session level error
udssaarland,64,3,1,error,trial level error for fussiness previoulsy coded as session level error
udssaarland,64,4,1,error,trial level error for fussiness previoulsy coded as session level error
udssaarland,64,5,1,error,trial level error for fussiness previoulsy coded as session level error
udssaarland,64,6,1,error,trial level error for fussiness previoulsy coded as session level error
udssaarland,64,7,1,error,trial level error for fussiness previoulsy coded as session level error
udssaarland,64,8,1,error,trial level error for fussiness previoulsy coded as session level error
udssaarland,64,9,1,error,trial level error for fussiness previoulsy coded as session level error
udssaarland,64,10,1,error,trial level error for fussiness previoulsy coded as session level error
udssaarland,64,11,1,error,trial level error for fussiness previoulsy coded as session level error
udssaarland,64,12,1,error,trial level error for fussiness previoulsy coded as session level error
udssaarland,64,13,1,error,trial level error for fussiness previoulsy coded as session level error
udssaarland,64,14,1,error,trial level error for fussiness previoulsy coded as session level error
udssaarland,64,15,1,error,trial level error for fussiness previoulsy coded as session level error
udssaarland,64,16,1,error,trial level error for fussiness previoulsy coded as session level error
lllliv,mb065,1,1,error,trial level error for fussiness previoulsy coded as session level error
lllliv,mb065,2,1,error,trial level error for fussiness previoulsy coded as session level error
lllliv,mb065,3,1,error,trial level error for fussiness previoulsy coded as session level error
