lab;subid;trial_type;stimulus;trial_num;total_trial_time;looking_time;trial_error;trial_error_type;notes
weltentdecker-zurich;mb_13629;ADS;ADS3;7;3.12;0.98;noerror;NA;NA
weltentdecker-zurich;mb_13629;IDS;IDS3;8;10.75;1.65;noerror;NA;NA
weltentdecker-zurich;mb_13629;ADS;ADS2;9;10.60;4.38;noerror;NA;NA
weltentdecker-zurich;mb_13629;IDS;IDS2;10;12.67;5.89;noerror;NA;NA
weltentdecker-zurich;mb_13629;IDS;IDS4;11;8.06;3.36;noerror;NA;NA
weltentdecker-zurich;mb_13629;ADS;ADS4;12;2.96;0.88;noerror;NA;NA
weltentdecker-zurich;mb_13629;IDS;IDS6;13;9.66;4.56;noerror;NA;NA
weltentdecker-zurich;mb_13629;ADS;ADS6;14;2.00;0.00;noerror;NA;NA
weltentdecker-zurich;mb_13629;IDS;IDS8;15;3.92;0.86;noerror;NA;NA
weltentdecker-zurich;mb_13629;ADS;ADS8;16;3.40;1.23;noerror;NA;NA
weltentdecker-zurich;mb_13643;training;train1;-2;17.79;15.79;noerror;NA;NA
weltentdecker-zurich;mb_13643;training;train2;-1;16.47;12.10;noerror;NA;NA
weltentdecker-zurich;mb_13643;IDS;IDS1;1;16.94;12.02;noerror;NA;NA
weltentdecker-zurich;mb_13643;ADS;ADS1;2;13.07;10.50;noerror;NA;NA
weltentdecker-zurich;mb_13643;IDS;IDS2;3;16.49;10.27;noerror;NA;NA
weltentdecker-zurich;mb_13643;ADS;ADS2;4;14.36;8.69;noerror;NA;NA
weltentdecker-zurich;mb_13643;ADS;ADS3;5;11.80;9.80;noerror;NA;NA
weltentdecker-zurich;mb_13643;IDS;IDS3;6;15.58;13.58;noerror;NA;NA
weltentdecker-zurich;mb_13643;IDS;IDS4;7;8.43;4.18;noerror;NA;NA
weltentdecker-zurich;mb_13643;ADS;ADS4;8;14.53;12.53;noerror;NA;NA
weltentdecker-zurich;mb_13643;ADS;ADS5;9;9.88;6.00;noerror;NA;NA
weltentdecker-zurich;mb_13643;IDS;IDS5;10;6.53;2.78;noerror;NA;NA
weltentdecker-zurich;mb_13643;ADS;ADS6;11;8.07;5.00;noerror;NA;NA
weltentdecker-zurich;mb_13643;IDS;IDS6;12;13.64;9.34;noerror;NA;NA
weltentdecker-zurich;mb_13643;IDS;IDS7;13;11.36;7.80;noerror;NA;NA
weltentdecker-zurich;mb_13643;ADS;ADS7;14;8.98;5.07;noerror;NA;NA
weltentdecker-zurich;mb_13643;ADS;ADS8;15;5.39;2.86;noerror;NA;NA
weltentdecker-zurich;mb_13643;IDS;IDS8;16;6.82;1.77;noerror;NA;NA
weltentdecker-zurich;mb_13659;training;train2;-2;17.83;15.83;noerror;NA;NA
weltentdecker-zurich;mb_13659;training;train1;-1;4.71;2.64;noerror;NA;NA
weltentdecker-zurich;mb_13659;ADS;ADS5;1;18.00;17.24;noerror;NA;NA
weltentdecker-zurich;mb_13659;IDS;IDS5;2;18.00;16.37;noerror;NA;NA
weltentdecker-zurich;mb_13659;IDS;IDS7;3;18.00;17.22;noerror;NA;NA
weltentdecker-zurich;mb_13659;ADS;ADS7;4;13.00;9.06;noerror;NA;NA
weltentdecker-zurich;mb_13659;IDS;IDS1;5;4.02;1.93;noerror;NA;NA
weltentdecker-zurich;mb_13659;ADS;ADS1;6;15.25;13.25;noerror;NA;NA
weltentdecker-zurich;mb_13659;IDS;IDS3;7;14.44;10.98;noerror;NA;NA
weltentdecker-zurich;mb_13659;ADS;ADS3;8;17.41;15.41;noerror;NA;NA
weltentdecker-zurich;mb_13659;IDS;IDS2;9;4.60;2.36;noerror;NA;NA
weltentdecker-zurich;mb_13659;ADS;ADS2;10;4.99;2.51;noerror;NA;NA
weltentdecker-zurich;mb_13659;ADS;ADS4;11;4.67;2.37;noerror;NA;NA
weltentdecker-zurich;mb_13659;IDS;IDS4;12;9.61;6.63;noerror;NA;NA
weltentdecker-zurich;mb_13659;ADS;ADS6;13;15.55;13.55;noerror;NA;NA
weltentdecker-zurich;mb_13659;IDS;IDS6;14;14.35;12.35;noerror;NA;NA
weltentdecker-zurich;mb_13659;ADS;ADS8;15;9.32;6.80;noerror;NA;NA
weltentdecker-zurich;mb_13659;IDS;IDS8;16;16.23;14.23;noerror;NA;NA
weltentdecker-zurich;mb_13668;training;train1;-2;16.79;14.79;noerror;NA;NA
weltentdecker-zurich;mb_13668;training;train2;-1;6.36;3.94;noerror;NA;NA
weltentdecker-zurich;mb_13668;IDS;IDS5;1;17.55;15.55;noerror;NA;NA
weltentdecker-zurich;mb_13668;ADS;ADS5;2;16.06;14.06;noerror;NA;NA
weltentdecker-zurich;mb_13668;ADS;ADS7;3;18.00;16.29;noerror;NA;NA
weltentdecker-zurich;mb_13668;IDS;IDS7;4;6.33;3.72;noerror;NA;NA
weltentdecker-zurich;mb_13668;ADS;ADS1;5;16.59;14.59;noerror;NA;NA
weltentdecker-zurich;mb_13668;IDS;IDS1;6;7.33;4.89;noerror;NA;NA
weltentdecker-zurich;mb_13668;ADS;ADS3;7;6.18;3.01;noerror;NA;NA
weltentdecker-zurich;mb_13668;IDS;IDS3;8;12.55;10.13;noerror;NA;NA
weltentdecker-zurich;mb_13668;ADS;ADS2;9;16.57;14.57;noerror;NA;NA
weltentdecker-zurich;mb_13668;IDS;IDS2;10;10.71;5.74;noerror;NA;NA
weltentdecker-zurich;mb_13668;IDS;IDS4;11;15.55;8.90;noerror;NA;NA
weltentdecker-zurich;mb_13668;ADS;ADS4;12;3.78;1.51;noerror;NA;NA
weltentdecker-zurich;mb_13668;IDS;IDS6;13;7.92;5.42;noerror;NA;NA
weltentdecker-zurich;mb_13668;ADS;ADS6;14;7.85;3.84;noerror;NA;NA
weltentdecker-zurich;mb_13668;IDS;IDS8;15;3.73;1.47;noerror;NA;NA
weltentdecker-zurich;mb_13668;ADS;ADS8;16;10.38;6.90;noerror;NA;NA
weltentdecker-zurich;mb_13721;training;train1;-2;18.00;16.65;noerror;NA;NA
weltentdecker-zurich;mb_13721;training;train2;-1;8.28;4.04;noerror;NA;NA
weltentdecker-zurich;mb_13721;IDS;IDS5;1;17.01;15.01;noerror;NA;NA
weltentdecker-zurich;mb_13721;ADS;ADS5;2;8.88;5.37;noerror;NA;NA
weltentdecker-zurich;mb_13721;ADS;ADS7;3;2.92;0.85;noerror;NA;NA
weltentdecker-zurich;mb_13721;IDS;IDS7;4;3.85;1.73;noerror;NA;NA
weltentdecker-zurich;mb_13721;ADS;ADS1;5;5.93;1.89;noerror;NA;NA
weltentdecker-zurich;mb_13721;IDS;IDS1;6;3.85;1.72;noerror;NA;NA
weltentdecker-zurich;mb_13721;ADS;ADS3;7;2.00;0.00;error;to fussy;NA
weltentdecker-zurich;mb_13721;IDS;IDS3;8;2.00;0.00;error;to fussy;NA
weltentdecker-zurich;mb_13721;ADS;ADS2;9;2.00;0.00;error;to fussy;NA
weltentdecker-zurich;mb_13721;IDS;IDS2;10;2.93;0.22;error;to fussy;NA
weltentdecker-zurich;mb_13721;IDS;IDS4;11;2.43;0.03;error;to fussy;NA
weltentdecker-zurich;mb_13721;ADS;ADS4;12;2.00;0.00;error;to fussy;NA
weltentdecker-zurich;mb_13721;IDS;IDS6;13;NC;NC;error;experiment ended early;NA
weltentdecker-zurich;mb_13721;ADS;ADS6;14;NC;NC;error;experiment ended early;NA
weltentdecker-zurich;mb_13721;IDS;IDS8;15;NC;NC;error;experiment ended early;NA
weltentdecker-zurich;mb_13721;ADS;ADS8;16;NC;NC;error;experiment ended early;NA
weltentdecker-zurich;mb_13730;training;train1;-2;10.42;7.44;noerror;NA;NA
weltentdecker-zurich;mb_13730;training;train2;-1;3.39;0.15;noerror;NA;NA
weltentdecker-zurich;mb_13730;IDS;IDS1;1;7.80;5.09;noerror;NA;NA
weltentdecker-zurich;mb_13730;ADS;ADS1;2;5.20;3.00;noerror;NA;NA
weltentdecker-zurich;mb_13730;IDS;IDS2;3;2.00;0.00;error;to fussy;NA
weltentdecker-zurich;mb_13730;ADS;ADS2;4;2.00;0.00;error;to fussy;NA
weltentdecker-zurich;mb_13730;ADS;ADS3;5;2.00;0.00;error;to fussy;NA
weltentdecker-zurich;mb_13730;IDS;IDS3;6;NC;NC;error;experiment ended early;NA
weltentdecker-zurich;mb_13730;IDS;IDS4;7;NC;NC;error;experiment ended early;NA
weltentdecker-zurich;mb_13730;ADS;ADS4;8;NC;NC;error;experiment ended early;NA
weltentdecker-zurich;mb_13730;ADS;ADS5;9;NC;NC;error;experiment ended early;NA
weltentdecker-zurich;mb_13730;IDS;IDS5;10;NC;NC;error;experiment ended early;NA
weltentdecker-zurich;mb_13730;ADS;ADS6;11;NC;NC;error;experiment ended early;NA
weltentdecker-zurich;mb_13730;IDS;IDS6;12;NC;NC;error;experiment ended early;NA
weltentdecker-zurich;mb_13730;IDS;IDS7;13;NC;NC;error;experiment ended early;NA
weltentdecker-zurich;mb_13730;ADS;ADS7;14;NC;NC;error;experiment ended early;NA
weltentdecker-zurich;mb_13730;ADS;ADS8;15;NC;NC;error;experiment ended early;NA
weltentdecker-zurich;mb_13730;IDS;IDS8;16;NC;NC;error;experiment ended early;NA
weltentdecker-zurich;mb_13740;training;train1;-2;16.10;10.73;noerror;NA;NA
weltentdecker-zurich;mb_13740;training;train2;-1;16.01;14.01;noerror;NA;NA
weltentdecker-zurich;mb_13740;IDS;IDS5;1;15.70;13.70;noerror;NA;NA
weltentdecker-zurich;mb_13740;ADS;ADS5;2;7.85;5.28;noerror;NA;NA
weltentdecker-zurich;mb_13740;ADS;ADS7;3;11.72;8.22;noerror;NA;NA
weltentdecker-zurich;mb_13740;IDS;IDS7;4;5.46;2.25;noerror;NA;NA
weltentdecker-zurich;mb_13740;ADS;ADS1;5;16.18;14.18;noerror;NA;NA
weltentdecker-zurich;mb_13740;IDS;IDS1;6;13.73;11.73;noerror;NA;NA
weltentdecker-zurich;mb_13740;ADS;ADS3;7;12.25;8.12;noerror;NA;NA
weltentdecker-zurich;mb_13740;IDS;IDS3;8;16.59;14.59;noerror;NA;NA
weltentdecker-zurich;mb_13740;ADS;ADS2;9;14.06;12.06;noerror;NA;NA
weltentdecker-zurich;mb_13740;IDS;IDS2;10;9.73;7.04;noerror;NA;NA
weltentdecker-zurich;mb_13740;IDS;IDS4;11;18.00;17.28;noerror;NA;NA
weltentdecker-zurich;mb_13740;ADS;ADS4;12;6.37;4.04;noerror;NA;NA
weltentdecker-zurich;mb_13740;IDS;IDS6;13;12.63;8.67;noerror;NA;NA
weltentdecker-zurich;mb_13740;ADS;ADS6;14;13.66;11.66;noerror;NA;NA
weltentdecker-zurich;mb_13740;IDS;IDS8;15;17.03;15.03;noerror;NA;NA
weltentdecker-zurich;mb_13740;ADS;ADS8;16;18.00;17.06;noerror;NA;NA
weltentdecker-zurich;mb_13745;training;train2;-2;16.09;14.09;noerror;NA;NA
weltentdecker-zurich;mb_13745;training;train1;-1;16.68;14.68;noerror;NA;NA
weltentdecker-zurich;mb_13745;ADS;ADS5;1;17.12;15.12;noerror;NA;NA
weltentdecker-zurich;mb_13745;IDS;IDS5;2;13.75;11.75;noerror;NA;NA
weltentdecker-zurich;mb_13745;IDS;IDS7;3;15.47;13.47;noerror;NA;NA
weltentdecker-zurich;mb_13745;ADS;ADS7;4;16.79;10.38;noerror;NA;NA
weltentdecker-zurich;mb_13745;IDS;IDS1;5;6.14;3.92;noerror;NA;NA
weltentdecker-zurich;mb_13745;ADS;ADS1;6;13.98;11.98;noerror;NA;NA
weltentdecker-zurich;mb_13745;IDS;IDS3;7;17.55;15.55;noerror;NA;NA
weltentdecker-zurich;mb_13745;ADS;ADS3;8;13.05;11.05;noerror;NA;NA
weltentdecker-zurich;mb_13745;IDS;IDS2;9;12.15;10.15;noerror;NA;NA
weltentdecker-zurich;mb_13745;ADS;ADS2;10;17.38;9.89;noerror;NA;NA
weltentdecker-zurich;mb_13745;ADS;ADS4;11;6.15;3.58;noerror;NA;NA
weltentdecker-zurich;mb_13745;IDS;IDS4;12;9.07;3.62;noerror;NA;NA
weltentdecker-zurich;mb_13745;ADS;ADS6;13;15.30;7.69;noerror;NA;NA
weltentdecker-zurich;mb_13745;IDS;IDS6;14;5.46;2.28;noerror;NA;NA
weltentdecker-zurich;mb_13745;ADS;ADS8;15;14.44;8.00;noerror;NA;NA
weltentdecker-zurich;mb_13745;IDS;IDS8;16;17.16;7.67;noerror;NA;NA
weltentdecker-zurich;mb_13758;training;train1;-2;14.08;12.08;noerror;NA;NA
weltentdecker-zurich;mb_13758;training;train2;-1;12.08;7.99;noerror;NA;NA
weltentdecker-zurich;mb_13758;IDS;IDS1;1;17.51;15.51;noerror;NA;NA
weltentdecker-zurich;mb_13758;ADS;ADS1;2;9.73;7.12;noerror;NA;NA
weltentdecker-zurich;mb_13758;IDS;IDS2;3;15.77;13.77;noerror;NA;NA
weltentdecker-zurich;mb_13758;ADS;ADS2;4;14.45;10.21;noerror;NA;NA
weltentdecker-zurich;mb_13758;ADS;ADS3;5;4.53;2.20;noerror;NA;NA
weltentdecker-zurich;mb_13758;IDS;IDS3;6;5.02;2.84;noerror;NA;NA
weltentdecker-zurich;mb_13758;IDS;IDS4;7;16.92;14.92;noerror;NA;NA
weltentdecker-zurich;mb_13758;ADS;ADS4;8;7.44;3.38;noerror;NA;NA
weltentdecker-zurich;mb_13758;ADS;ADS5;9;14.91;12.91;noerror;NA;NA
weltentdecker-zurich;mb_13758;IDS;IDS5;10;17.54;12.31;noerror;NA;NA
weltentdecker-zurich;mb_13758;ADS;ADS6;11;7.08;2.92;noerror;NA;NA
weltentdecker-zurich;mb_13758;IDS;IDS6;12;5.82;2.06;noerror;NA;NA
weltentdecker-zurich;mb_13758;IDS;IDS7;13;7.48;5.04;noerror;NA;NA
weltentdecker-zurich;mb_13758;ADS;ADS7;14;3.67;1.52;noerror;NA;NA
weltentdecker-zurich;mb_13758;ADS;ADS8;15;13.83;10.20;noerror;NA;NA
weltentdecker-zurich;mb_13758;IDS;IDS8;16;7.67;3.56;noerror;NA;NA
weltentdecker-zurich;mb_13775;training;train2;-2;17.69;15.69;noerror;NA;NA
weltentdecker-zurich;mb_13775;training;train1;-1;8.71;6.15;noerror;NA;NA
weltentdecker-zurich;mb_13775;ADS;ADS1;1;14.28;10.89;noerror;NA;NA
weltentdecker-zurich;mb_13775;IDS;IDS1;2;3.95;1.79;noerror;NA;NA
weltentdecker-zurich;mb_13775;ADS;ADS2;3;6.01;3.70;noerror;NA;NA
weltentdecker-zurich;mb_13775;IDS;IDS2;4;10.76;6.83;noerror;NA;NA
weltentdecker-zurich;mb_13775;IDS;IDS3;5;12.57;5.57;noerror;NA;NA
weltentdecker-zurich;mb_13775;ADS;ADS3;6;15.88;5.99;noerror;NA;NA
weltentdecker-zurich;mb_13775;ADS;ADS4;7;4.67;1.77;noerror;NA;NA
weltentdecker-zurich;mb_13775;IDS;IDS4;8;14.45;9.96;noerror;NA;NA
weltentdecker-zurich;mb_13775;IDS;IDS5;9;5.01;2.45;noerror;NA;NA
weltentdecker-zurich;mb_13775;ADS;ADS5;10;7.89;2.80;noerror;NA;NA
weltentdecker-zurich;mb_13775;IDS;IDS6;11;2.00;0.00;noerror;NA;NA
weltentdecker-zurich;mb_13775;ADS;ADS6;12;9.45;6.77;noerror;NA;NA
weltentdecker-zurich;mb_13775;ADS;ADS7;13;9.12;4.42;noerror;NA;NA
weltentdecker-zurich;mb_13775;IDS;IDS7;14;5.55;2.12;noerror;NA;NA
weltentdecker-zurich;mb_13775;IDS;IDS8;15;2.00;0.00;error;too fussy;NA
weltentdecker-zurich;mb_13775;ADS;ADS8;16;2.00;0.00;error;too fussy;NA
weltentdecker-zurich;mb_13782;training;train1;-2;16.64;14.64;noerror;NA;NA
weltentdecker-zurich;mb_13782;training;train2;-1;5.66;3.06;noerror;NA;NA
weltentdecker-zurich;mb_13782;IDS;IDS1;1;13.84;10.52;noerror;NA;NA
weltentdecker-zurich;mb_13782;ADS;ADS1;2;2.00;0.00;error;too fussy;NA
weltentdecker-zurich;mb_13782;IDS;IDS2;3;2.00;0.00;error;too fussy;NA
weltentdecker-zurich;mb_13782;ADS;ADS2;4;2.00;0.00;error;too fussy;NA
weltentdecker-zurich;mb_13782;ADS;ADS3;5;2.00;0.00;error;too fussy;NA
weltentdecker-zurich;mb_13782;IDS;IDS3;6;2.00;0.00;error;too fussy;NA
weltentdecker-zurich;mb_13782;IDS;IDS4;7;2.00;0.00;error;too fussy;NA
weltentdecker-zurich;mb_13782;ADS;ADS4;8;2.47;0.05;error;too fussy;NA
weltentdecker-zurich;mb_13782;ADS;ADS5;9;2.00;0.00;error;too fussy;NA
weltentdecker-zurich;mb_13782;IDS;IDS5;10;2.00;0.00;error;too fussy;NA
weltentdecker-zurich;mb_13782;ADS;ADS6;11;2.00;0.00;error;too fussy;NA
weltentdecker-zurich;mb_13782;IDS;IDS6;12;2.00;0.00;error;too fussy;NA
weltentdecker-zurich;mb_13782;IDS;IDS7;13;2.00;0.00;error;too fussy;NA
weltentdecker-zurich;mb_13782;ADS;ADS7;14;2.00;0.00;error;too fussy;NA
weltentdecker-zurich;mb_13782;ADS;ADS8;15;NC;NC;error;experiment ended early;NA
weltentdecker-zurich;mb_13782;IDS;IDS8;16;NC;NC;error;experiment ended early;NA
weltentdecker-zurich;mb_13787;training;train2;-2;9.85;6.51;error;technical;sound did not work
weltentdecker-zurich;mb_13787;training;train1;-1;8.70;4.04;error;technical;sound did not work
weltentdecker-zurich;mb_13787;ADS;ADS1;1;NC;NC;error;experiment ended early;NA
weltentdecker-zurich;mb_13787;IDS;IDS1;2;NC;NC;error;experiment ended early;NA
weltentdecker-zurich;mb_13787;ADS;ADS2;3;NC;NC;error;experiment ended early;NA
weltentdecker-zurich;mb_13787;IDS;IDS2;4;NC;NC;error;experiment ended early;NA
weltentdecker-zurich;mb_13787;IDS;IDS3;5;NC;NC;error;experiment ended early;NA
weltentdecker-zurich;mb_13787;ADS;ADS3;6;NC;NC;error;experiment ended early;NA
weltentdecker-zurich;mb_13787;ADS;ADS4;7;NC;NC;error;experiment ended early;NA
weltentdecker-zurich;mb_13787;IDS;IDS4;8;NC;NC;error;experiment ended early;NA
weltentdecker-zurich;mb_13787;IDS;IDS5;9;NC;NC;error;experiment ended early;NA
weltentdecker-zurich;mb_13787;ADS;ADS5;10;NC;NC;error;experiment ended early;NA
weltentdecker-zurich;mb_13787;IDS;IDS6;11;NC;NC;error;experiment ended early;NA
weltentdecker-zurich;mb_13787;ADS;ADS6;12;NC;NC;error;experiment ended early;NA
weltentdecker-zurich;mb_13787;ADS;ADS7;13;NC;NC;error;experiment ended early;NA
weltentdecker-zurich;mb_13787;IDS;IDS7;14;NC;NC;error;experiment ended early;NA
weltentdecker-zurich;mb_13787;IDS;IDS8;15;NC;NC;error;experiment ended early;NA
weltentdecker-zurich;mb_13787;ADS;ADS8;16;NC;NC;error;experiment ended early;NA
weltentdecker-zurich;mb_13794;training;train2;-2;17.97;15.97;noerror;NA;NA
weltentdecker-zurich;mb_13794;training;train1;-1;18.00;16.81;noerror;NA;NA
weltentdecker-zurich;mb_13794;ADS;ADS1;1;6.61;4.27;noerror;NA;NA
weltentdecker-zurich;mb_13794;IDS;IDS1;2;15.56;10.68;noerror;NA;NA
weltentdecker-zurich;mb_13794;ADS;ADS2;3;14.13;8.92;noerror;NA;NA
weltentdecker-zurich;mb_13794;IDS;IDS2;4;15.99;13.99;noerror;NA;NA
weltentdecker-zurich;mb_13794;IDS;IDS3;5;16.67;14.67;noerror;NA;NA
weltentdecker-zurich;mb_13794;ADS;ADS3;6;9.62;6.12;noerror;NA;NA
weltentdecker-zurich;mb_13794;ADS;ADS4;7;8.45;3.88;noerror;NA;NA
weltentdecker-zurich;mb_13794;IDS;IDS4;8;17.43;9.30;noerror;NA;NA
weltentdecker-zurich;mb_13794;IDS;IDS5;9;10.02;4.20;noerror;NA;NA
weltentdecker-zurich;mb_13794;ADS;ADS5;10;8.76;6.12;noerror;NA;NA
weltentdecker-zurich;mb_13794;IDS;IDS6;11;5.89;2.39;noerror;NA;NA
weltentdecker-zurich;mb_13794;ADS;ADS6;12;13.98;11.98;noerror;NA;NA
weltentdecker-zurich;mb_13794;ADS;ADS7;13;8.81;5.59;noerror;NA;NA
weltentdecker-zurich;mb_13794;IDS;IDS7;14;4.59;2.45;noerror;NA;NA
weltentdecker-zurich;mb_13794;IDS;IDS8;15;2.00;0.00;noerror;NA;NA
weltentdecker-zurich;mb_13794;ADS;ADS8;16;6.68;1.64;noerror;NA;NA
weltentdecker-zurich;mb_13831;training;train1;-2;17.27;10.62;noerror;NA;NA
weltentdecker-zurich;mb_13831;training;train2;-1;18.00;16.39;noerror;NA;NA
weltentdecker-zurich;mb_13831;IDS;IDS1;1;18.00;16.78;noerror;NA;NA
weltentdecker-zurich;mb_13831;ADS;ADS1;2;6.65;4.38;noerror;NA;NA
weltentdecker-zurich;mb_13831;IDS;IDS2;3;10.07;5.52;noerror;NA;NA
weltentdecker-zurich;mb_13831;ADS;ADS2;4;7.75;4.49;noerror;NA;NA
weltentdecker-zurich;mb_13831;ADS;ADS3;5;8.25;4.25;noerror;NA;NA
weltentdecker-zurich;mb_13831;IDS;IDS3;6;7.33;5.06;noerror;NA;NA
weltentdecker-zurich;mb_13831;IDS;IDS4;7;7.62;3.96;noerror;NA;NA
weltentdecker-zurich;mb_13831;ADS;ADS4;8;5.19;2.85;noerror;NA;NA
weltentdecker-zurich;mb_13831;ADS;ADS5;9;8.17;5.69;noerror;NA;NA
weltentdecker-zurich;mb_13831;IDS;IDS5;10;2.00;0.00;noerror;NA;NA
weltentdecker-zurich;mb_13831;ADS;ADS6;11;2.00;0.00;noerror;NA;NA
weltentdecker-zurich;mb_13831;IDS;IDS6;12;2.10;0.10;noerror;NA;NA
weltentdecker-zurich;mb_13831;IDS;IDS7;13;4.87;2.61;noerror;NA;NA
weltentdecker-zurich;mb_13831;ADS;ADS7;14;5.27;2.76;noerror;NA;NA
weltentdecker-zurich;mb_13831;ADS;ADS8;15;13.11;5.57;noerror;NA;NA
weltentdecker-zurich;mb_13831;IDS;IDS8;16;7.58;2.95;noerror;NA;NA
weltentdecker-zurich;mb_13915;training;train1;-2;17.00;15.00;noerror;NA;NA
weltentdecker-zurich;mb_13915;training;train2;-1;16.41;14.41;noerror;NA;NA
weltentdecker-zurich;mb_13915;IDS;IDS5;1;17.82;15.82;noerror;NA;NA
weltentdecker-zurich;mb_13915;ADS;ADS5;2;17.67;15.67;noerror;NA;NA
weltentdecker-zurich;mb_13915;ADS;ADS7;3;15.07;13.07;noerror;NA;NA
weltentdecker-zurich;mb_13915;IDS;IDS7;4;17.92;11.64;noerror;NA;NA
weltentdecker-zurich;mb_13915;ADS;ADS1;5;6.36;3.70;noerror;NA;NA
weltentdecker-zurich;mb_13915;IDS;IDS1;6;8.63;5.29;noerror;NA;NA
weltentdecker-zurich;mb_13915;ADS;ADS3;7;3.66;1.56;noerror;NA;NA
weltentdecker-zurich;mb_13915;IDS;IDS3;8;12.20;10.20;noerror;NA;NA
weltentdecker-zurich;mb_13915;ADS;ADS2;9;11.08;6.72;noerror;NA;NA
weltentdecker-zurich;mb_13915;IDS;IDS2;10;7.44;4.73;noerror;NA;NA
weltentdecker-zurich;mb_13915;IDS;IDS4;11;10.95;7.60;noerror;NA;NA
weltentdecker-zurich;mb_13915;ADS;ADS4;12;13.93;7.80;noerror;NA;NA
weltentdecker-zurich;mb_13915;IDS;IDS6;13;5.59;3.40;error;parent intervention;parent talks
weltentdecker-zurich;mb_13915;ADS;ADS6;14;7.62;2.27;noerror;NA;NA
weltentdecker-zurich;mb_13915;IDS;IDS8;15;12.97;7.41;noerror;NA;NA
weltentdecker-zurich;mb_13915;ADS;ADS8;16;2.00;0.00;error;too fussy;NA
weltentdecker-zurich;mb_13925;training;train2;-2;16.09;14.09;noerror;NA;NA
weltentdecker-zurich;mb_13925;training;train1;-1;7.55;4.45;noerror;NA;NA
weltentdecker-zurich;mb_13925;ADS;ADS5;1;8.62;5.95;noerror;NA;NA
weltentdecker-zurich;mb_13925;IDS;IDS5;2;2.00;0.00;error;too fussy;NA
weltentdecker-zurich;mb_13925;IDS;IDS7;3;2.00;0.00;error;too fussy;NA
weltentdecker-zurich;mb_13925;ADS;ADS7;4;2.00;0.00;error;too fussy;NA
weltentdecker-zurich;mb_13925;IDS;IDS1;5;2.00;0.00;error;too fussy;NA
weltentdecker-zurich;mb_13925;ADS;ADS1;6;2.89;0.03;error;too fussy;NA
weltentdecker-zurich;mb_13925;IDS;IDS3;7;2.00;0.00;error;too fussy;NA
weltentdecker-zurich;mb_13925;ADS;ADS3;8;2.00;0.00;error;too fussy;NA
weltentdecker-zurich;mb_13925;IDS;IDS2;9;2.52;0.48;error;too fussy;NA
weltentdecker-zurich;mb_13925;ADS;ADS2;10;2.00;0.00;error;too fussy;NA
weltentdecker-zurich;mb_13925;ADS;ADS4;11;2.00;0.00;error;too fussy;NA
weltentdecker-zurich;mb_13925;IDS;IDS4;12;2.00;0.00;error;too fussy;NA
weltentdecker-zurich;mb_13925;ADS;ADS6;13;18.00;16.76;noerror;NA;NA
weltentdecker-zurich;mb_13925;IDS;IDS6;14;11.39;8.49;noerror;NA;NA
weltentdecker-zurich;mb_13925;ADS;ADS8;15;14.67;11.33;noerror;NA;NA
weltentdecker-zurich;mb_13925;IDS;IDS8;16;2.85;0.80;noerror;NA;NA
weltentdecker-zurich;mb_13926;training;train1;-2;18.00;16.45;noerror;NA;NA
weltentdecker-zurich;mb_13926;training;train2;-1;17.93;15.93;noerror;NA;NA
weltentdecker-zurich;mb_13926;IDS;IDS1;1;5.83;3.44;noerror;NA;NA
weltentdecker-zurich;mb_13926;ADS;ADS1;2;12.72;8.52;noerror;NA;NA
weltentdecker-zurich;mb_13926;IDS;IDS2;3;6.32;1.55;noerror;NA;NA
weltentdecker-zurich;mb_13926;ADS;ADS2;4;4.05;1.87;noerror;NA;NA
weltentdecker-zurich;mb_13926;ADS;ADS3;5;6.54;4.05;noerror;NA;NA
weltentdecker-zurich;mb_13926;IDS;IDS3;6;8.42;5.55;noerror;NA;NA
weltentdecker-zurich;mb_13926;IDS;IDS4;7;8.92;4.12;noerror;NA;NA
weltentdecker-zurich;mb_13926;ADS;ADS4;8;3.75;1.63;noerror;NA;NA
weltentdecker-zurich;mb_13926;ADS;ADS5;9;4.49;2.33;noerror;NA;NA
weltentdecker-zurich;mb_13926;IDS;IDS5;10;5.08;2.88;noerror;NA;NA
weltentdecker-zurich;mb_13926;ADS;ADS6;11;5.46;1.57;noerror;NA;NA
weltentdecker-zurich;mb_13926;IDS;IDS6;12;6.45;3.82;noerror;NA;NA
weltentdecker-zurich;mb_13926;IDS;IDS7;13;2.99;0.92;noerror;NA;NA
weltentdecker-zurich;mb_13926;ADS;ADS7;14;9.88;3.20;noerror;NA;NA
weltentdecker-zurich;mb_13926;ADS;ADS8;15;2.00;0.00;noerror;NA;NA
weltentdecker-zurich;mb_13926;IDS;IDS8;16;9.30;5.68;noerror;NA;NA
weltentdecker-zurich;mb_13936;training;train2;-2;16.93;14.93;noerror;NA;NA
weltentdecker-zurich;mb_13936;training;train1;-1;3.73;1.39;noerror;NA;NA
weltentdecker-zurich;mb_13936;ADS;ADS1;1;15.32;10.35;noerror;NA;NA
weltentdecker-zurich;mb_13936;IDS;IDS1;2;15.20;10.53;noerror;NA;NA
weltentdecker-zurich;mb_13936;ADS;ADS2;3;13.57;9.82;noerror;NA;NA
weltentdecker-zurich;mb_13936;IDS;IDS2;4;9.05;6.67;noerror;NA;NA
weltentdecker-zurich;mb_13936;IDS;IDS3;5;6.92;4.39;noerror;NA;NA
