lab,subid,trial_type,stimulus,trial_num,looking_time,total_trial_time,trial_error,trial_error_type,notes,,
babylab-princeton,ManyBabies008,ADS,ADS7,4,5.389,7.757,noerror,NA,,,
babylab-princeton,ManyBabies008,IDS,IDS1,5,6.014,8.023,noerror,NA,,,
babylab-princeton,ManyBabies008,ADS,ADS1,6,4.606,6.892,noerror,NA,,,
babylab-princeton,ManyBabies008,IDS,IDS3,7,4.175,6.186,noerror,NA,,,
babylab-princeton,ManyBabies008,ADS,ADS3,8,7.989,10.686,noerror,NA,,,
babylab-princeton,ManyBabies008,IDS,IDS2,9,1.311,3.338,noerror,NA,,,
babylab-princeton,ManyBabies008,ADS,ADS2,10,3.52,5.529,noerror,NA,,,
babylab-princeton,ManyBabies008,ADS,ADS4,11,3.692,7.419,noerror,NA,,,
babylab-princeton,ManyBabies008,IDS,IDS4,12,9.275,12.779,noerror,NA,,,
babylab-princeton,ManyBabies008,ADS,ADS6,13,4.543,7.165,noerror,NA,,,
babylab-princeton,ManyBabies008,IDS,IDS6,14,4.474,7.37,noerror,NA,,,
babylab-princeton,ManyBabies008,ADS,ADS8,15,5.574,7.59,noerror,NA,,,
babylab-princeton,ManyBabies008,IDS,IDS8,16,2.346,4.726,noerror,NA,,,
babylab-princeton,ManyBabies009,training,train1,-2,4.768,6.777,noerror,NA,,,
babylab-princeton,ManyBabies009,training,train2,-1,6.137,8.154,noerror,NA,,,
babylab-princeton,ManyBabies009,IDS,IDS1,1,5.635,5.629,noerror,NA,,,
babylab-princeton,ManyBabies009,ADS,ADS1,2,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies009,IDS,IDS2,3,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies009,ADS,ADS2,4,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies009,ADS,ADS3,5,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies009,IDS,IDS3,6,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies009,IDS,IDS4,7,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies009,ADS,ADS4,8,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies009,ADS,ADS5,9,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies009,IDS,IDS5,10,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies009,ADS,ADS6,11,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies009,IDS,IDS6,12,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies009,IDS,IDS7,13,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies009,ADS,ADS7,14,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies009,ADS,ADS8,15,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies009,IDS,IDS8,16,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies010,training,train2,-2,8.286,10.3,noerror,NA,,,
babylab-princeton,ManyBabies010,training,train1,-1,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies010,ADS,ADS1,1,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies010,IDS,IDS1,2,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies010,ADS,ADS2,3,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies010,IDS,IDS2,4,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies010,IDS,IDS3,5,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies010,ADS,ADS3,6,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies010,ADS,ADS4,7,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies010,IDS,IDS4,8,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies010,IDS,IDS5,9,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies010,ADS,ADS5,10,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies010,IDS,IDS6,11,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies010,ADS,ADS6,12,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies010,ADS,ADS7,13,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies010,IDS,IDS7,14,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies010,IDS,IDS8,15,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies010,ADS,ADS8,16,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies011,training,train1,-2,17.744,18.026,noerror,NA,,,
babylab-princeton,ManyBabies011,training,train2,-1,11.386,13.408,error,baby didn't look until experimentor forced trial to begin,,,
babylab-princeton,ManyBabies011,IDS,IDS5,1,0.135,2.145,noerror,NA,,,
babylab-princeton,ManyBabies011,ADS,ADS5,2,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies011,ADS,ADS7,3,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies011,IDS,IDS7,4,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies011,ADS,ADS1,5,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies011,IDS,IDS1,6,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies011,ADS,ADS3,7,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies011,IDS,IDS3,8,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies011,ADS,ADS2,9,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies011,IDS,IDS2,10,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies011,IDS,IDS4,11,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies011,ADS,ADS4,12,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies011,IDS,IDS6,13,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies011,ADS,ADS6,14,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies011,IDS,IDS8,15,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies011,ADS,ADS8,16,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies012,training,train2,-2,17.325,17.322,error,baby didn't look until experimentor forced trial to begin,,,
babylab-princeton,ManyBabies012,training,train1,-1,18.027,18.024,noerror,NA,,,
babylab-princeton,ManyBabies012,ADS,ADS5,1,6.68,8.705,noerror,NA,,,
babylab-princeton,ManyBabies012,IDS,IDS5,2,0.159,2.176,error,baby never looked,,,
babylab-princeton,ManyBabies012,IDS,IDS7,3,10.287,14.605,noerror,NA,,,
babylab-princeton,ManyBabies012,ADS,ADS7,4,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies012,IDS,IDS1,5,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies012,ADS,ADS1,6,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies012,IDS,IDS3,7,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies012,ADS,ADS3,8,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies012,IDS,IDS2,9,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies012,ADS,ADS2,10,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies012,ADS,ADS4,11,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies012,IDS,IDS4,12,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies012,ADS,ADS6,13,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies012,IDS,IDS6,14,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies012,ADS,ADS8,15,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies012,IDS,IDS8,16,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies013,training,train1,-2,11.961,13.978,error,baby didn't look until experimentor forced trial to begin,,,
babylab-princeton,ManyBabies013,training,train2,-1,12.841,14.851,error,baby didn't look until experimentor forced trial to begin,,,
babylab-princeton,ManyBabies013,IDS,IDS1,1,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies013,ADS,ADS1,2,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies013,IDS,IDS2,3,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies013,ADS,ADS2,4,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies013,ADS,ADS3,5,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies013,IDS,IDS3,6,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies013,IDS,IDS4,7,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies013,ADS,ADS4,8,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies013,ADS,ADS5,9,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies013,IDS,IDS5,10,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies013,ADS,ADS6,11,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies013,IDS,IDS6,12,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies013,IDS,IDS7,13,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies013,ADS,ADS7,14,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies013,ADS,ADS8,15,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies013,IDS,IDS8,16,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies014,training,train2,-2,9.767,11.786,noerror,NA,,,
babylab-princeton,ManyBabies014,training,train1,-1,17.716,18.04,noerror,NA,,,
babylab-princeton,ManyBabies014,ADS,ADS1,1,16.593,18.024,noerror,NA,,,
babylab-princeton,ManyBabies014,IDS,IDS1,2,17.55,18.036,noerror,NA,,,
babylab-princeton,ManyBabies014,ADS,ADS2,3,8.935,10.945,noerror,NA,,,
babylab-princeton,ManyBabies014,IDS,IDS2,4,18.019,18.018,noerror,NA,,,
babylab-princeton,ManyBabies014,IDS,IDS3,5,10.847,12.853,noerror,NA,,,
babylab-princeton,ManyBabies014,ADS,ADS3,6,17.75,18.027,noerror,NA,,,
babylab-princeton,ManyBabies014,ADS,ADS4,7,11.12,14.849,noerror,NA,,,
babylab-princeton,ManyBabies014,IDS,IDS4,8,7.375,9.389,noerror,NA,,,
babylab-princeton,ManyBabies014,IDS,IDS5,9,13.01,15.972,noerror,NA,,,
babylab-princeton,ManyBabies014,ADS,ADS5,10,9.087,11.104,noerror,NA,,,
babylab-princeton,ManyBabies014,IDS,IDS6,11,16.684,18.031,noerror,NA,,,
babylab-princeton,ManyBabies014,ADS,ADS6,12,16.419,18.029,noerror,NA,,,
babylab-princeton,ManyBabies014,ADS,ADS7,13,16.066,18.024,noerror,NA,,,
babylab-princeton,ManyBabies014,IDS,IDS7,14,17.213,18.033,noerror,NA,,,
babylab-princeton,ManyBabies014,IDS,IDS8,15,6.625,8.648,noerror,NA,,,
babylab-princeton,ManyBabies014,ADS,ADS8,16,0.963,2.979,noerror,NA,,,
babylab-princeton,ManyBabies015,training,train1,-2,13.148,15.156,error,baby didn't look until experimentor forced trial to begin,,,
babylab-princeton,ManyBabies015,training,train2,-1,15.625,17.632,error,baby didn't look until experimentor forced trial to begin,,,
babylab-princeton,ManyBabies015,IDS,IDS5,1,0.151,2.165,noerror,NA,,,
babylab-princeton,ManyBabies015,ADS,ADS5,2,0.159,2.171,noerror,NA,,,
babylab-princeton,ManyBabies015,ADS,ADS7,3,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies015,IDS,IDS7,4,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies015,ADS,ADS1,5,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies015,IDS,IDS1,6,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies015,ADS,ADS3,7,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies015,IDS,IDS3,8,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies015,ADS,ADS2,9,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies015,IDS,IDS2,10,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies015,IDS,IDS4,11,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies015,ADS,ADS4,12,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies015,IDS,IDS6,13,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies015,ADS,ADS6,14,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies015,IDS,IDS8,15,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies015,ADS,ADS8,16,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies016,training,train2,-2,17.319,17.315,error,baby didn't look until experimentor forced trial to begin,,,
babylab-princeton,ManyBabies016,training,train1,-1,18.02,18.014,error,baby didn't look until experimentor forced trial to begin,,,
babylab-princeton,ManyBabies016,ADS,ADS5,1,0.175,2.188,noerror,NA,,,
babylab-princeton,ManyBabies016,IDS,IDS5,2,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies016,IDS,IDS7,3,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies016,ADS,ADS7,4,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies016,IDS,IDS1,5,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies016,ADS,ADS1,6,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies016,IDS,IDS3,7,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies016,ADS,ADS3,8,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies016,IDS,IDS2,9,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies016,ADS,ADS2,10,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies016,ADS,ADS4,11,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies016,IDS,IDS4,12,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies016,ADS,ADS6,13,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies016,IDS,IDS6,14,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies016,ADS,ADS8,15,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies016,IDS,IDS8,16,NC,NC,error,experiment ended early,,,
babylab-princeton,ManyBabies017,training,train2,-2,17.317,17.315,noerror,NA,,,
babylab-princeton,ManyBabies017,training,train1,-1,5.155,7.17,noerror,NA,,,
babylab-princeton,ManyBabies017,IDS,IDS1,1,18.012,18.01,noerror,NA,,,
babylab-princeton,ManyBabies017,ADS,ADS1,2,5.537,8.716,noerror,NA,,,
babylab-princeton,ManyBabies017,IDS,IDS2,3,13.174,15.18,noerror,NA,,,
babylab-princeton,ManyBabies017,ADS,ADS2,4,8.376,12.324,noerror,NA,,,
babylab-princeton,ManyBabies017,ADS,ADS3,5,18.024,18.021,noerror,NA,,,
babylab-princeton,ManyBabies017,IDS,IDS3,6,16.048,18.038,noerror,NA,,,
babylab-princeton,ManyBabies017,IDS,IDS4,7,16.43,18.025,noerror,NA,,,
babylab-princeton,ManyBabies017,ADS,ADS4,8,6.416,8.422,noerror,NA,,,
babylab-princeton,ManyBabies017,ADS,ADS5,9,1.707,3.72,noerror,NA,,,
babylab-princeton,ManyBabies017,IDS,IDS5,10,1.04,3.051,noerror,NA,,,
babylab-princeton,ManyBabies017,ADS,ADS6,11,12.519,14.525,noerror,NA,,,
babylab-princeton,ManyBabies017,IDS,IDS6,12,14.971,16.983,noerror,NA,,,
babylab-princeton,ManyBabies017,IDS,IDS7,13,18.031,18.029,noerror,NA,,,
babylab-princeton,ManyBabies017,ADS,ADS7,14,7.556,9.562,noerror,NA,,,
babylab-princeton,ManyBabies017,ADS,ADS8,15,6.542,8.548,noerror,NA,,,
babylab-princeton,ManyBabies017,IDS,IDS8,16,8.807,10.848,noerror,NA,,,
babylab-princeton,ManyBabies018,training,train2,-2,6.045,8.06,noerror,NA,,,
babylab-princeton,ManyBabies018,training,train1,-1,2.508,4.523,noerror,NA,,,
babylab-princeton,ManyBabies018,ADS,ADS1,1,10.177,15.418,noerror,NA,,,
babylab-princeton,ManyBabies018,IDS,IDS1,2,2.504,5.817,noerror,NA,,,
