lab;subid;trial_type;stimulus;trial_num;looking_time;total_trial_time;trial_error;trial_error_type;notes;;;;;;;;;;;;;;;;
babyling-oslo;OS_040;IDS;IDS4;8;3.93;18.05;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_040;IDS;IDS5;9;5.55;18.04;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_040;ADS;ADS5;10;5.79;18.05;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_040;IDS;IDS6;11;5.38;18.05;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_040;ADS;ADS6;12;3.93;18.04;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_040;ADS;ADS7;13;2.10;9.54;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_040;IDS;IDS7;14;0.40;4.91;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_040;IDS;IDS8;15;0.54;4.70;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_040;ADS;ADS8;16;5.22;18.05;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_041;training;train2;-2;1.48;18.05;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_041;training;train1;-1;0.44;18.06;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_041;ADS;ADS1;1;0.38;18.04;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_041;IDS;IDS1;2;0.55;18.06;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_041;ADS;ADS2;3;1.86;18.07;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_041;IDS;IDS2;4;0.62;18.05;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_041;IDS;IDS3;5;1.97;18.06;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_041;ADS;ADS3;6;0.00;6.93;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_041;ADS;ADS4;7;0.29;13.66;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_041;IDS;IDS4;8;0.00;8.76;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_041;IDS;IDS5;9;0.00;14.60;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_041;ADS;ADS5;10;0.38;15.11;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_041;IDS;IDS6;11;0.29;6.90;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_041;ADS;ADS6;12;0.00;12.59;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_041;ADS;ADS7;13;0.00;9.06;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_041;IDS;IDS7;14;0.25;18.07;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_041;IDS;IDS8;15;0.56;18.05;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_041;ADS;ADS8;16;0.00;8.38;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_043;training;train1;-2;1.24;18.04;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_043;training;train2;-1;2.45;12.82;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_043;IDS;IDS1;1;0.91;18.05;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_043;ADS;ADS1;2;5.49;18.05;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_043;IDS;IDS2;3;4.51;18.04;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_043;ADS;ADS2;4;0.82;8.52;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_043;ADS;ADS3;5;0.29;18.04;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_043;IDS;IDS3;6;0.44;18.04;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_043;IDS;IDS4;7;1.13;6.60;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_043;ADS;ADS4;8;0.49;17.05;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_043;ADS;ADS5;9;0.00;7.21;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_043;IDS;IDS5;10;0.24;7.06;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_043;ADS;ADS6;11;1.01;4.81;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_043;IDS;IDS6;12;0.25;4.64;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_043;IDS;IDS7;13;0.00;3.47;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_043;ADS;ADS7;14;0.24;16.78;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_043;ADS;ADS8;15;0.00;8.72;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_043;IDS;IDS8;16;0.60;8.38;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_048;training;train1;-2;1.00;18.05;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_048;training;train2;-1;0.00;5.96;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_048;IDS;IDS5;1;0.00;6.18;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_048;ADS;ADS5;2;0.58;9.00;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_048;ADS;ADS7;3;0.00;5.37;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_048;IDS;IDS7;4;0.42;15.66;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_048;ADS;ADS1;5;0.00;4.60;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_048;IDS;IDS1;6;0.00;13.96;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_048;ADS;ADS3;7;0.57;6.72;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_048;IDS;IDS3;8;0.33;8.73;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_048;ADS;ADS2;9;0.79;6.12;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_048;IDS;IDS2;10;0.44;4.15;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_048;IDS;IDS4;11;0.42;3.52;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_048;ADS;ADS4;12;0.00;7.91;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_048;IDS;IDS6;13;0.00;6.35;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_048;ADS;ADS6;14;0.00;5.65;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_048;IDS;IDS8;15;0.83;4.64;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_048;ADS;ADS8;16;0.00;4.41;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_050;training;train2;-2;3.23;8.74;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_050;training;train1;-1;5.25;11.58;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_050;ADS;ADS1;1;5.26;11.74;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_050;IDS;IDS1;2;2.87;8.48;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_050;ADS;ADS2;3;1.76;6.12;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_050;IDS;IDS2;4;4.37;13.22;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_050;IDS;IDS3;5;2.67;8.64;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_050;ADS;ADS3;6;4.89;7.92;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_050;ADS;ADS4;7;1.36;4.02;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_050;IDS;IDS4;8;0.97;3.79;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_050;IDS;IDS5;9;0.00;3.27;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_050;ADS;ADS5;10;0.00;3.67;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_050;IDS;IDS6;11;0.54;8.19;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_050;ADS;ADS6;12;0.00;3.52;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_050;ADS;ADS7;13;1.32;12.36;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_050;IDS;IDS7;14;1.85;6.90;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_050;IDS;IDS8;15;2.64;5.60;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_050;ADS;ADS8;16;3.33;7.41;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_051;training;train2;-2;5.26;12.33;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_051;training;train1;-1;2.19;7.05;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_051;ADS;ADS5 ;1;1.78;16.88;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_051;IDS;IDS5;2;1.69;9.03;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_051;IDS;IDS7;3;1.58;7.93;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_051;ADS;ADS7;4;0.70;4.37;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_051;IDS;IDS1;5;1.90;7.45;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_051;ADS;ADS1;6;1.93;6.32;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_051;IDS;IDS3;7;3.03;7.23;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_051;ADS;ADS3;8;1.89;5.00;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_051;IDS;IDS2;9;2.16;5.39;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_051;ADS;ADS2;10;0.32;10.04;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_051;ADS;ADS4;11;2.24;13.47;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_051;IDS;IDS4;12;0.39;3.44;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_051;ADS;ADS6;13;0.00;5.90;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_051;IDS;IDS6;14;0.54;4.69;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_051;ADS;ADS8;15;0.00;9.24;noerror;NA;NC;;;;;;;;;;;;;;;;
babyling-oslo;OS_051;IDS;IDS8;16;1.18;4.67;noerror;NA;NC;;;;;;;;;;;;;;;;
